rank,priority_tier,resource_kind,usefulness_score,title,author,year,category,collection,source_url,download_url,public_domain_status,commercial_use_status,rights_basis,recommended_use,file_path,word_count,reading_hours_estimate,work_group_key,edition_or_volume_count
1,Tier 1 - core beta study library,Commentary,1490,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,Ernst Wilhelm Hengstenberg and Theodore Meyer,2009,Commentaries,Commentary,https://www.gutenberg.org/ebooks/30608,https://www.gutenberg.org/ebooks/30608.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/30608.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/christology-of-the-old-testament-and-a-commentary-on-the-messianic-predictions-vol-2-ernst-wilhelm-hengstenber.txt,200869,22.3,christology of the old testament and a commentary on the messianic predictions|ernst wilhelm hengstenberg and theodore meyer,1
41,Tier 1 - core beta study library,Commentary,1385,Six lectures on fundamental truths connected with the church of God,"Kelly, William, 1821-1906",2026,Commentaries,William Kelly Collection,https://archive.org/download/sixlecturesonfun00kell/sixlecturesonfun00kell_djvu.txt,https://archive.org/download/sixlecturesonfun00kell/sixlecturesonfun00kell_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/sixlecturesonfun00kell/sixlecturesonfun00kell_djvu.txt.,William Kelly Bible exposition for commentary comparison and teaching preparation. OCR text should be spot-checked before quotation.,data/library/verified/six-lectures-on-fundamental-truths-connected-with-the-church-of-god-kelly-william-1821-1906.txt,78947,8.8,six lectures on fundamental truths connected with the church of god|kelly william 1821 1906,1
42,Tier 1 - core beta study library,Commentary,1380,THE ACTS OF THE APOSTLES An Exposition,ARNO C. GAEBELEIN,1912,Commentaries,Gaebelein Collection,https://archive.org/download/bwb_C0-ALM-289/bwb_C0-ALM-289_djvu.txt,https://archive.org/download/bwb_C0-ALM-289/bwb_C0-ALM-289_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/bwb_C0-ALM-289/bwb_C0-ALM-289_djvu.txt.,Gaebelein Bible exposition and prophecy study resource. OCR text should be spot-checked before quotation.,data/library/verified/the-acts-of-the-apostles-an-exposition-arno-c-gaebelein-2.txt,149333,16.6,the acts of the apostles an exposition|arno c gaebelein,1
43,Tier 1 - core beta study library,Commentary,1380,the prophet ezekiel: an analytical exposition,arno c. gaebelein,2026,Commentaries,Gaebelein Collection,https://archive.org/download/prophetezekielan0000arno/prophetezekielan0000arno_djvu.txt,https://archive.org/download/prophetezekielan0000arno/prophetezekielan0000arno_djvu.txt,verified,verified_allowed_public_domain,verified public domain. Source reviewed from https://archive.org/download/prophetezekielan0000arno/prophetezekielan0000arno_djvu.txt.,Gaebelein Bible exposition and prophecy study resource. OCR text should be spot-checked before quotation.,data/library/verified/the-prophet-ezekiel-an-analytical-exposition-arno-c-gaebelein.txt,123203,13.7,the prophet ezekiel an analytical exposition|arno c gaebelein,1
44,Tier 1 - core beta study library,Commentary,1375,An illustrated commentary on the Gospel according to St. John,Lyman Abbott,2025,Commentaries,Commentary,https://www.gutenberg.org/ebooks/75543,https://www.gutenberg.org/ebooks/75543.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,verified public domain. Source reviewed from https://www.gutenberg.org/ebooks/75543.,Public-domain commentary or exposition for secondary study after reading Scripture.,data/library/verified/an-illustrated-commentary-on-the-gospel-according-to-st-john-lyman-abbott.txt,222405,24.7,an illustrated commentary on the gospel according to st john|lyman abbott,1
45,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture : St. Matthew Chaps. IX to XXVIII,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/7351,https://www.gutenberg.org/ebooks/7351.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-st-matthew-chaps-ix-to-xxviii.txt,248315,27.6,expositions of holy scripture st matthew chaps ix to xxviii|maclaren alexander,1
46,Tier 1 - core beta study library,Commentary,1375,"Expositions of Holy Scripture / Deuteronomy, Joshua, Judges, Ruth, and First Book of Samuel, Second Samuel, First Kings, and Second Kings chapters I to VII","Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/8068,https://www.gutenberg.org/ebooks/8068.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-deuteronomy-joshua-judges-ruth-and-first-book-of-samuel-seco.txt,270689,30.1,expositions of holy scripture deuteronomy joshua judges ruth and first book of samuel second samuel first kings and second kings chapters i to vii|maclaren alexander,1
47,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture / Ephesians; Epistles of St. Peter and St. John,"Maclaren, Alexander",2008,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/24674,https://www.gutenberg.org/ebooks/24674.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-ephesians-epistles-of-st-peter-and-st-john.txt,243709,27.1,expositions of holy scripture ephesians epistles of st peter and st john|maclaren alexander,1
48,Tier 1 - core beta study library,Commentary,1375,"Expositions of Holy Scripture / Ezekiel, Daniel, and the Minor Prophets. St. Matthew Chapters I to VIII","Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/15836,https://www.gutenberg.org/ebooks/15836.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-ezekiel-daniel-and-the-minor-prophets-st-matthew-chapters-i.txt,253690,28.2,expositions of holy scripture ezekiel daniel and the minor prophets st matthew chapters i to viii|maclaren alexander,1
49,Tier 1 - core beta study library,Commentary,1375,"Expositions of Holy Scripture / Second Corinthians, Galatians, and Philippians Chapters / I to End. Colossians, Thessalonians, and First Timothy.","Maclaren, Alexander",2007,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/21190,https://www.gutenberg.org/ebooks/21190.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-second-corinthians-galatians-and-philippians-chapters-i-to-e.txt,250745,27.9,expositions of holy scripture second corinthians galatians and philippians chapters i to end colossians thessalonians and first timothy|maclaren alexander,1
50,Tier 1 - core beta study library,Commentary,1375,"Expositions of Holy Scripture / Second Kings Chapters VIII to End and Chronicles, Ezra, and Nehemiah. Esther, Job, Proverbs, and Ecclesiastes","Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/7883,https://www.gutenberg.org/ebooks/7883.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-second-kings-chapters-viii-to-end-and-chronicles-ezra-and-ne.txt,265034,29.4,expositions of holy scripture second kings chapters viii to end and chronicles ezra and nehemiah esther job proverbs and ecclesiastes|maclaren alexander,1
51,Tier 1 - core beta study library,Commentary,1375,"Expositions of Holy Scripture: Genesis, Exodus, Leviticus and Numbers","Maclaren, Alexander",2004,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/7069,https://www.gutenberg.org/ebooks/7069.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-genesis-exodus-leviticus-and-numbers.txt,233331,25.9,expositions of holy scripture genesis exodus leviticus and numbers|maclaren alexander,1
52,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture: Isaiah and Jeremiah,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/8069,https://www.gutenberg.org/ebooks/8069.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-isaiah-and-jeremiah.txt,233508,25.9,expositions of holy scripture isaiah and jeremiah|maclaren alexander,1
53,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture: Psalms,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/7925,https://www.gutenberg.org/ebooks/7925.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-psalms.txt,247252,27.5,expositions of holy scripture psalms|maclaren alexander,1
54,Tier 1 - core beta study library,Commentary,1375,"Expositions of Holy Scripture: Romans Corinthians (To II Corinthians, Chap. V)","Maclaren, Alexander",2004,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/13601,https://www.gutenberg.org/ebooks/13601.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-romans-corinthians-to-ii-corinthians-chap-v.txt,254399,28.3,expositions of holy scripture romans corinthians to ii corinthians chap v|maclaren alexander,1
55,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture: St. John Chaps. XV to XXI,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/8381,https://www.gutenberg.org/ebooks/8381.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-st-john-chaps-xv-to-xxi.txt,130877,14.5,expositions of holy scripture st john chaps xv to xxi|maclaren alexander,1
56,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture: St. John Chapters I to XIV,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/8070,https://www.gutenberg.org/ebooks/8070.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-st-john-chapters-i-to-xiv.txt,240794,26.8,expositions of holy scripture st john chapters i to xiv|maclaren alexander,1
57,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture: St. Luke,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/8200,https://www.gutenberg.org/ebooks/8200.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-st-luke.txt,256276,28.5,expositions of holy scripture st luke|maclaren alexander,1
58,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture: St. Mark,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/8071,https://www.gutenberg.org/ebooks/8071.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-st-mark.txt,203444,22.6,expositions of holy scripture st mark|maclaren alexander,1
59,Tier 1 - core beta study library,Commentary,1375,Expositions of Holy Scripture: the Acts,"Maclaren, Alexander",2005,Commentaries,Commentaries,https://www.gutenberg.org/ebooks/8397,https://www.gutenberg.org/ebooks/8397.txt.utf-8,verified,verified_allowed_with_project_gutenberg_terms,Project Gutenberg catalog/metadata source indicates public-domain availability in the USA. Retain source/license notes for redistributed Project Gutenberg files.,"Public-domain Christian resource for careful reading, study, and teaching preparation.",data/library/verified/expositions-of-holy-scripture-the-acts.txt,253110,28.1,expositions of holy scripture the acts|maclaren alexander,1
